"Prime","TargetWord","index","PLength","PSubFreq","PLogSubFreq","PLogHAL","POrthoN","PFreqGreater","PBGSum","PBGMean","PPOS","PELP.NT.RT","PELP.NT.Z","PELP.NT.Acc","Relation1","Relation2","FAS","BAS","CueFanOut","LSA","NT.200ms.RT","NT.200ms.Z","NT.200ms.Acc","NT.1200ms.RT","NT.1200ms.Z","NT.1200ms.Acc","NT.200ms.RT.Priming","NT.200ms.Z.Priming","NT.200ms.Acc.Priming","NT.1200ms.RT.Priming","NT.1200ms.Z.Priming","NT.1200ms.Acc.Priming","TLength","TSubFreq","TLogSubFreq","TLogHAL","TOrthoN","TFreqGreater","TBGSum","TBGMean","TPOS","TELP_LDT_RT","TELP_LDT_Z","TELP_LDT_Acc","TargetFanIn","first","second","root","raw","affix","old","jcn.x","lsa.x","fsg.x","bsg.x","word_1","word_2","distance","CUE","TARGET","FSG","BSG","MSG","OSG","QSS","QFR","QCON","QPS","TSS","TFR","TCON","TPS","cue","target","fsg.y","bsg.y","msg","qcon","tcon","qfr","tfr","jcn.y","lsa.y","X.x","TCosine_Set","Traw_feat_set","Troot_feat_set","X.y","PCosine_Set","Praw_feat_set","Proot_feat_set"
"bet","gamble","bet.gamble",3,171.82,3.94,10.31,17,9,2212,1106,"NN|VB",571.12,-0.7,1,"synonym","",0.345,0.16,10,0.1,501.703703703704,-0.167486694729743,0.962962962962963,509.230769230769,0.300411002729101,1,92.1750841750842,0.41552309817894,-0.0370370370370371,99.3176178660049,-0.00411831788402983,0,6,8.94,2.66,7.58,3,0,6585,1317,"VB",652.19,-0.41,0.94,10,"bet","gamble",0.331731157321319,0.369165118726281,0,"NULL","0.018349","0.075103","0.345","0.16","gamble","bet",0.493013,"bet","gamble",0.345,"0.16","1E-3","7.0000000000000007E-2",10,20,"3.28","N","12","3","3.3","V","bet","gamble",0.345,0.16,0.001,"3.28","3.3",20,3,0.018349,0.075103,1684,21,17,7,360,5,13,6
"bike","ride","bike.ride",4,25.88,3.12,10.02,9,2,1604,534.67,"NN|VB",515.21,-0.84,1,"functional property","fpa",0.28,0,18,0.54,515.235294117647,-0.289046117111215,1,553.964285714286,0.0280699238566802,1,13.1647058823529,-0.0887188781679621,0,-16.6995798319327,-0.137275297410592,0,4,135.37,3.84,10.07,15,2,6321,2107,"NN|VB",546.03,-0.69,1,40,"bike","ride",0.189088354225881,0.0293053579392497,0,"0.15029137","2.999346","0.519437","0.28","0","ride","bike",0.391577,"bike","ride",0.28,"0","3.0000000000000001E-3","1.5900000000000001E-2",18,0,"NULL","N","14","49","4.1399999999999997","V","bike","ride",0.28,0,0.003,"NULL","4.14",0,49,2.999346,0.519437,3259,109,33,33,370,151,31,21
"billboard","sign","billboard.sign",9,1.35,1.85,7.01,0,NA,8507,1063.38,"NN",607.31,-0.5,1,"supraordinate","",0.18,0,13,0.13,562.529411764706,0.0451988151689718,1,469.842105263158,-0.257572527263881,1,-38.7058823529411,-0.199978030882176,0,-0.927819548872208,-0.259313102197129,0,4,133.27,3.83,10.58,1,0,2760,920,"NN|VB",624.48,-0.71,1,45,NA,NA,0,0,0,NA,NA,NA,NA,NA,"sign","billboard",0.751151,"billboard","sign",0.18,"0","2E-3","0",13,1,"NULL","N","15","94","5.16","N","billboard","sign",0.18,0,0.002,"NULL","5.16",1,94,3.891823,0.09275,3522,1,12,5,371,3,10,5
"binder","folder","binder.folder",6,0.76,1.6,7.53,8,2,18036,3607.2,"NN",679.64,-0.24,0.93,"category","",0.318,0.027,12,0.23,598.125,0.41398371250607,1,757.058823529412,0.428773859787864,0.941176470588235,-38.125,-0.26219067900477,0,-215.289592760181,-0.198384274827774,-0.0588235294117647,6,1.63,1.92,9.68,7,0,10980,2196,"NN",573.12,-0.67,0.97,6,"binder","folder",0.758786339321159,0.710878749690202,0.654950708934619,"NULL","16.460093","0.196291","0.318","0.027","folder","binder",0.767652,"binder","folder",0.318,"2.7E-2","8.9999999999999993E-3","5.1299999999999998E-2",12,1,"NULL","N","13","1","NULL","N","binder","folder",0.318,0.027,0.009,"NULL","NULL",1,1,16.460093,0.196291,1585,22,15,5,374,38,14,6
"bison","buffalo","bison.buffalo",5,0.33,1.26,6.99,0,NA,8763,2190.75,"NN",798.33,0.19,0.89,"synonym","",0.387,0.061,10,0.69,526.195652173913,0.0326539657508562,1,505.047619047619,-0.272634737342271,1,10.5960144927536,-0.000114237697160416,0,21.7619047619048,0.0633811591338807,0,7,11.9,2.78,9.03,0,NA,6007,1001.17,"NN",643.48,-0.43,0.97,5,"bison","buffalo",0.838934970877572,0.812611619087948,0.78698097168992,"0.730724789","0.117783","0.681433","0.387","0.061","buffalo","bison",0.630332,"bison","buffalo",0.387,"6.0999999999999999E-2","0","1.89E-2",10,1,"NULL","N","21","16","6.53","N","bison","buffalo",0.387,0.061,0,"NULL","6.53",1,16,0.117783,0.681433,525,413,42,27,382,205,13,13
"bit","bite","bit.bite",3,235.04,4.08,11.98,16,2,2793,1396.5,"NN|VB",646.93,-0.49,1,"unclassified","",0.145,0,14,0.41,522.210526315789,-0.302305733085698,1,515.638888888889,-0.149682719450849,0.972222222222222,7.90058479532161,0.402151915143023,0.0370370370370371,3.43803418803418,0.118890667587425,-0.0277777777777778,4,40.78,3.32,9.01,10,3,7188,2396,"NN|VB",576.78,-0.7,0.94,37,NA,NA,0,0,0,NA,NA,NA,NA,NA,"bite","bit",0.676984,"bit","bite",0.145,"0","6.0000000000000001E-3","2.06E-2",14,101,"3.88","N","19","10","4.32","V","bit","bite",0.145,0,0.006,"3.88","4.32",101,10,0,0.33173,385,135,9,5,383,113,14,8
"blackboard","chalk","blackboard.chalk",10,1.18,1.79,6.14,0,NA,10414,1157.11,"NN",603.15,-0.42,1,"instrument","",0.676,0,9,0.35,503.88,-0.407994190474922,1,500.428571428571,-0.26487797982696,1,75.27,0.555378133274324,0.1,78.4857142857143,0.237162889944082,0.0285714285714286,5,3.59,2.26,7.42,0,NA,5832,1458,"NN|VB",640.79,-0.58,0.97,7,"blackboard","chalk",0.397365245811203,0.34308057387764,0.616248873167039,"NULL","21.787916","0.298239","0.676","0","chalk","blackboard",0.640634,"blackboard","chalk",0.676,"0","1.7000000000000001E-2","1.9E-3",9,2,"3.45","N","7","3","6.21","N","blackboard","chalk",0.676,0,0.017,"3.45","6.21",2,3,21.787916,0.298239,684,28,11,5,390,28,21,9
"blade","knife","blade.knife",5,13,2.82,9.17,5,1,6851,1712.75,"NN",591.44,-0.65,1,"synonym","",0.346,0.122,9,0.58,545.107142857143,-0.055276606876838,0.964285714285714,497.026315789474,-0.241300848445601,1,-1.05952380952385,-0.0988156944075994,-0.0357142857142857,38.7832080200502,0.450464837609748,0,5,46.8,3.38,8.87,0,NA,2697,674.25,"NN|VB",589.76,-0.7,0.97,43,"blade","knife",0.522605656331018,0.469608893747734,0.368655328848643,"NULL","5.212541","0.533739","0.346","0.122","knife","blade",0.3865,"blade","knife",0.346,"0.122","1.7000000000000001E-2","1.61E-2",9,13,"5.8","N","13","76","6.08","N","blade","knife",0.346,0.122,0.017,"5.8","6.08",13,76,5.212541,0.533739,2199,208,58,43,391,64,15,8
"blame","accuse","blame.accuse",5,58.78,3.48,9.76,5,1,5885,1471.25,"VB|NN",576.12,-0.61,0.96,"synonym","",0.185,0.159,22,0.22,560.851851851852,0.161644194698273,1,549.692307692308,0.166452402923227,1,59.5767195767196,0.737651618183946,0.0476190476190477,-33.3423076923077,-0.0794909943810615,0,6,5.69,2.46,8.242,0,NA,5844,1168.8,"VB",626.364,-0.522,1,7,NA,NA,0,0,0,NA,NA,NA,NA,NA,"accuse","blame",0.486718,"blame","accuse",0.185,"0.159","0","3.8E-3",22,34,"2.15","V","20","10","NULL","V","blame","accuse",0.185,0.159,0,"2.15","NULL",34,10,2.242479,0.155264,21,7,9,5,392,5,13,5
"blanket","warm","blanket.warm",7,12.98,2.82,8.25,0,NA,9220,1536.67,"NN",575.44,-0.74,1,"functional property","",0.331,0,9,0.36,571.032258064516,0.110293438232621,1,518.48275862069,0.0288405571980173,1,-31.0322580645161,-0.398144534664472,0,-42.5315391084945,-0.284818609882796,0.024390243902439,4,52.14,3.42,9.95,10,3,4212,1404,"JJ|VB",591.53,-0.75,0.97,55,NA,NA,0,0,0,NA,NA,NA,NA,NA,"warm","blanket",0.555995,"blanket","warm",0.331,"0","4.0000000000000001E-3","4.5900000000000003E-2",9,30,"6.21","N","11","67","4","AJ","blanket","warm",0.331,0,0.004,"6.21","4",30,67,20.745166,0.29715,4289,29,19,9,393,60,15,6
"bleach","white","bleach.white",6,2.31,2.08,7.18,1,1,9392,1878.4,"NN|VB",576.07,-0.65,1,"perceptual property","",0.432,0,15,0.17,513.388888888889,-0.401116905524864,1,517.71875,-0.180491376709828,1,7.2539682539682,0.203625599829065,0.0357142857142857,-50.8096590909091,-0.116004058571482,0,5,171.45,3.94,11.92,3,1,7890,1972.5,"JJ|NN",553.97,-0.88,0.97,134,NA,NA,0,0,0,NA,NA,NA,NA,NA,"white","bleach",0.784417,"bleach","white",0.432,"0","3.0000000000000001E-3","1.1999999999999999E-3",15,5,"5.4","V","8","365","4.68","N","bleach","white",0.432,0,0.003,"5.4","4.68",5,365,3.910359,0.154495,4344,14,10,5,394,78,26,8
"blend","mix","blend.mix",5,4.27,2.34,8.09,5,1,10174,2543.5,"NN|VB",566.81,-0.69,1,"synonym","",0.565,0.114,12,0.24,530.259259259259,-0.379667509452239,1,523.655172413793,-0.176287090589324,1,32.5026455026456,0.298011541258444,0,5.49634273772199,0.159063346693774,0,3,16.35,2.92,9.89,4,3,1419,709.5,"NN|VB",645.09,-0.44,1,18,"blend","mix",0.371184326091957,0.371184326091957,0.681201209422956,"0.371184326","0","0.235856","0.565","0.114","mix","blend",0.429039,"blend","mix",0.565,"0.114","7.0000000000000001E-3","7.1000000000000004E-3",12,9,"NULL","V","14","13","NULL","V","blend","mix",0.565,0.114,0.007,"NULL","NULL",9,13,0,0.235856,2513,142,26,26,396,285,21,21
"block","brick","block.brick",5,40.53,3.32,10.41,3,1,4240,1060,"NN|VB",552.71,-0.65,1,"synonym","",0.1,0.051,27,0.55,565.2,-0.0199125373360581,1,493.5,-0.19126569727621,1,7.83703703703702,-0.0745363999709306,0,63.078947368421,0.11404705603116,0,5,10.18,2.72,8.29,6,1,6683,1670.75,"NN",586,-0.72,0.97,14,NA,NA,0,0,0,NA,NA,NA,NA,NA,"brick","block",0.662218,"block","brick",0.1,"5.0999999999999997E-2","7.0000000000000001E-3","1.7999999999999999E-2",27,66,"5.93","N","14","18","5.97","N","block","brick",0.1,0.051,0.007,"5.93","5.97",66,18,13.967261,0.477721,493,66,10,9,402,60,13,8
"blouse","shirt","blouse.shirt",6,5.33,2.44,7.43,0,NA,7823,1564.6,"NN",582.61,-0.65,1,"synonym","",0.647,0.135,11,0.64,527.487179487179,-0.44486197639585,0.974358974358974,492.451612903226,-0.482602249735496,1,-73.2871794871795,-0.465386698025078,0.0143589743589744,45.3698156682028,0.252381525677191,0,5,46.37,3.37,9.01,5,2,4193,1048.25,"NN",594.53,-0.73,1,49,"blouse","shirt",0.644780793187275,0.529658907583017,0.849779393464329,"0.501028538","8.359736","0.5923","0.647","0.135","shirt","blouse",0.391177,"blouse","shirt",0.647,"0.13500000000000001","2.4E-2","1.5699999999999999E-2",11,1,"6.36","N","17","27","6.05","N","blouse","shirt",0.647,0.135,0.024,"6.36","6.05",1,27,8.359736,0.5923,3487,80,47,36,408,222,33,29
"blur","vision","blur.vision",4,2.14,2.04,7.4,2,1,3115,1038.33,"NN|VB",597.93,-0.5,1,"","",0.146,0.016,16,0.32,568.774193548387,-0.0648110618954633,0.967741935483871,536.75,-0.15702186342023,1,38.8434535104365,0.651369751517289,0.0265654648956357,12.9642857142857,0.211672616238214,0,6,23.88,3.09,9.92,0,NA,12348,2469.6,"NN",598.74,-0.54,1,26,NA,NA,0,0,0,NA,NA,NA,NA,NA,"vision","blur",0.765472,"blur","vision",0.146,"1.6E-2","7.0000000000000001E-3","1.1900000000000001E-2",16,3,"NULL","V","12","56","4.2699999999999996","N","blur","vision",0.146,0.016,0.007,"NULL","4.27",3,56,15.577295,0.232366,4254,13,12,5,417,10,10,5
"boiled","eggs","boiled.eggs",6,3.31,2.23,7.57,5,0,10447,2089.4,"VB",609.11,-0.52,1,"fpa","",0.374,0,11,0.48,500.634146341463,-0.397696445101549,1,471.571428571429,-0.472072367236622,1,21.2143385070215,-0.0854410855489325,0,55.0649350649351,0.374836315200882,0,4,38.65,3.29,9.01,0,NA,946,315.33,"NN|VB",565.68,-0.74,1,24,NA,NA,0,0,0,NA,NA,NA,NA,NA,"eggs","boiled",0.547228,"boiled","eggs",0.374,"0","5.0000000000000001E-3","3.7000000000000002E-3",11,10,"NULL","V","21","35","5.79","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1316,109,24,8,426,51,11,5
"book","read","book.read",4,176.98,3.96,12.16,13,1,1919,639.67,"NN|VB",601,-0.64,1,"functional property","",0.425,0.389,15,0.5,494.692307692308,-0.181128530310868,1,550.944444444444,0.209953396996054,1,19.8276923076923,0.099554589937949,0.04,19.5940170940171,-0.0146300725743876,0.0384615384615384,4,241.22,4.09,12.58,12,0,7408,2469.33,"VB|NN",549.28,-0.82,1,38,"book","read",0.307391216894895,0.220635326425182,0.310058500215557,"0.30346094","3.816415","0.389743","0.425","0.389","read","book",0.386985,"book","read",0.425,"0.38900000000000001","1.2999999999999999E-2","4.7999999999999996E-3",15,193,"6.09","N","9","173","4.16","V","book","read",0.425,0.389,0.013,"6.09","4.16",193,173,3.816415,0.389743,3165,100,44,44,436,307,57,50
"booth","telephone","booth.telephone",5,20.37,3.02,8.4,4,1,3918,979.5,"NN",586.56,-0.62,1,"bpa","",0.188,0.014,18,0.33,542.64,-0.120447631100281,1,480,-0.180411771746899,1,32.0742857142857,0.413817057760068,0,6.15625,-0.149570006970457,0,9,32.37,3.22,10.58,0,NA,18846,2355.75,"NN|VB",669.13,-0.45,0.94,21,NA,NA,0,0,0,NA,NA,NA,NA,NA,"telephone","booth",0.659555,"booth","telephone",0.188,"1.4E-2","0","0",18,7,"5.64","N","17","76","6.15","N","booth","telephone",0.188,0.014,0,"5.64","6.15",7,76,13.523748,0.292111,3945,38,13,13,440,21,9,6
"border","line","border.line",6,17.18,2.94,9.73,1,0,12909,2581.8,"NN|VB",605.82,-0.63,0.97,"perceptual property","fpa",0.206,0,16,0.16,519,-0.321168896357131,1,541.789473684211,-0.0586995483544581,0.947368421052632,0.799999999999955,0.264842317540609,0,2.80427631578948,0.172852416381376,-0.0526315789473685,4,206.18,4.02,12.39,17,1,11918,3972.67,"NN|VB",656.9,-0.58,0.94,68,NA,NA,0,0,0,NA,NA,NA,NA,NA,"line","border",0.696745,"border","line",0.206,"0","1.6E-2","0",16,20,"4.75","N","18","298","4.6500000000000004","N","border","line",0.206,0,0.016,"4.75","4.65",20,298,3.797661,0.129005,2303,21,15,7,443,7,10,5
"boring","dull","boring.dull",6,27.41,3.15,9.45,4,0,17206,3441.2,"JJ|NN|VB",596.48,-0.65,1,"synonym","",0.142,0.458,16,0.3,528.361111111111,-0.20289392480527,1,521.384615384615,-0.270680417162384,1,-19.6468253968254,0.244499737400441,0.0714285714285714,4.4153846153846,0.401159077578266,0,4,12.08,2.79,8.44,15,8,3011,1003.67,"JJ|VB",669.97,-0.5,1,20,NA,NA,0,0,0,NA,NA,NA,NA,NA,"dull","boring",0.335141,"boring","dull",0.142,"0.45800000000000002","1E-3","3.5000000000000001E-3",16,5,"2.65","N","11","27","3.08","AJ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1281,8,11,5,446,27,14,5
"borrow","lend","borrow.lend",6,29.31,3.17,8.35,4,0,6925,1385,"VB",584.88,-0.5,0.92,"antonym","",0.41,0.554,12,0.81,498.048780487805,-0.229217445666168,0.975609756097561,538.62962962963,0.149004786723918,0.981481481481482,159.477535301669,0.602945646658908,-0.024390243902439,-44.7010582010582,0.0494916679598528,-0.0185185185185185,4,11.67,2.78,8,12,6,8994,2998,"VB",579.87,-0.57,0.94,4,"borrow","lend",0.771903317954473,0.771903317954473,0.955219304514229,"0.762478016","17.633885","0.755053","0.41","0.554","borrow","lend",0.329895,"borrow","lend",0.41,"0.55400000000000005","2E-3","1.3599999999999999E-2",12,9,"2.2599999999999998","V","7","14","2.8","V","borrow","lend",0.41,0.554,0.002,"2.26","2.8",9,14,17.633885,0.755053,2270,134,17,17,447,275,26,26
"boulevard","street","boulevard.street",9,5.18,2.42,7.83,0,NA,11430,1428.75,"NN",786.82,0.22,1,"synonym","",0.587,0,9,0.57,514.916666666667,-0.467516009481918,1,521.088235294118,-0.201482249292335,1,-47.8749999999999,-0.197543792142369,0,-1.08823529411768,-0.029948747655502,0,6,148.18,3.88,11.24,0,NA,12019,2403.8,"NN",547,-0.73,1,40,NA,NA,0,0,0,NA,NA,NA,NA,NA,"street","boulevard",0.585944,"boulevard","street",0.587,"0","0.12","2.8899999999999999E-2",9,11,"NULL","N","15","244","5.84","N","boulevard","street",0.587,0,0.12,"NULL","5.84",11,244,1.860936,0.484088,3796,23,20,9,453,3,6,5
"bound","tie","bound.tie",5,18.43,2.97,9.45,7,3,6057,1514.25,"VB|NN",567.04,-0.6,1,"synonym","",0.235,0,15,0.29,555.466666666667,-0.12876853314872,1,537.611111111111,-0.123762596625974,1,1.60880503144654,-0.0782313789872359,0,-31.7539682539683,0.0881744678570021,0,3,44.43,3.36,9.61,12,4,6030,3015,"NN|VB|JJ",589.12,-0.72,1,37,NA,NA,0,0,0,NA,NA,NA,NA,NA,"tie","bound",0.724935,"bound","tie",0.235,"0","4.0000000000000001E-3","0",15,42,"NULL","V","17","23","5.55","V","bound","tie",0.235,0,0.004,"NULL","5.55",42,23,2.775334,0.252455,4003,49,16,16,455,12,7,5
"bounty","hunter","bounty.hunter",6,7.18,2.56,7.44,2,1,8015,1603,"NN",651,-0.49,1,"fpa","",0.307,NA,14,0.33,516.047619047619,-0.232031549041724,1,506.615384615385,-0.405818918589795,0.923076923076923,32.1904761904761,0.306381297444626,0,38.7446153846154,0.509374639648082,-0.0769230769230769,6,18.35,2.97,9.46,4,0,15721,3144.2,"NN",569.73,-0.75,1,5,NA,NA,0,0,0,NA,NA,NA,NA,NA,"hunter","bounty",0.503992,"bounty","hunter",0.307,"NULL","NULL","NULL",14,3,"NULL","N","NULL","NULL","NULL","NULL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2000,80,14,5,457,26,9,5
"bouquet","flowers","bouquet.flowers",7,3.22,2.22,6.39,0,NA,4742,790.33,"NN",685.4,-0.1,0.93,"fpa","",0.828,0.053,3,0.47,550.714285714286,0.247569950526698,0.952380952380952,522,-0.0025331189703829,1,29.1155015197569,-0.000857742218164814,-0.0476190476190477,36.2916666666666,0.29368429109806,0,7,47.59,3.39,9,2,0,10743,1790.5,"NN|VB",553.45,-0.85,1,13,"flowers","bouquet",0.253904861727864,0.119547009312252,0.120976215677902,"0.164725013","NULL","NULL","0.053","0.828","flowers","bouquet",0.397514,"bouquet","flowers",0.828,"5.2999999999999999E-2","3.0000000000000001E-3","2.8999999999999998E-3",3,4,"5.62","N","20","57","NULL","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1570,40,17,5,458,29,11,11
"bow","arrow","bow.arrow",3,20.27,3.01,8.92,18,8,1450,725,"NN",631.58,-0.49,0.92,"instrument","",0.4,0.53,12,0.56,500.892857142857,-0.0919389018348769,0.964285714285714,496.870967741935,-0.206576614076516,0.967741935483871,85.0595238095238,0.580095573429906,-0.0357142857142857,47.6462736373749,0.19147748969292,-0.032258064516129,5,7.84,2.6,8.9,0,NA,6372,1593,"NN",629.19,-0.52,0.97,12,"arrow","bow",0.144732800867709,0.16725292214454,0,"0.168317342","8.528712","0.557968","0.53","0.4","bow","arrow",0.454998,"bow","arrow",0.4,"0.53","0","0",12,15,"5.78","N","9","14","7","N","bow","arrow",0.4,0.53,0,"5.78","7",15,14,8.528712,0.557968,179,40,18,7,459,56,32,14
"bowling","ball","bowling.ball",7,10.69,2.74,8.6,3,0,15097,2516.17,"NN|VB",636.88,-0.48,0.92,"fpa","",0.37,0,13,0.47,502.019607843137,-0.333255704329659,1,540.277777777778,-0.212133340193651,0.944444444444444,51.9803921568628,0.336952152407185,0,-44.5424836601308,0.0167056774001186,0.0326797385620915,4,104.96,3.73,10.56,19,4,5458,1819.33,"NN",643.9,-0.6,0.94,85,"bowling","ball",0.210630568364657,0,0,"NULL","7.072386","0.429386","0.37","0","ball","bowling",0.527317,"bowling","ball",0.37,"0","2E-3","1.5E-3",13,0,"NULL","N","17","110","6.08","N","bowling","ball",0.37,0,0.002,"NULL","6.08",0,110,7.072386,0.429386,266,80,9,9,464,37,21,11
"boxing","gloves","boxing.gloves",6,7.25,2.57,7.94,3,1,11819,2363.8,"NN|VB",547.48,-0.79,1,"fpa","",0.188,0,14,0.14,556.842105263158,0.228026258082758,1,611.6,0.31864755996103,1,2.38011695906425,-0.0159726828770414,0,-100.35,-0.336563080280635,0,6,16.24,2.92,8.29,4,0,8836,1767.2,"NN|VB",622.91,-0.67,0.97,3,NA,NA,0,0,0,NA,NA,NA,NA,NA,"gloves","boxing",0.695294,"boxing","gloves",0.188,"0","0","0",14,0,"NULL","N","19","7","6.14","N","boxing","gloves",0.188,0,0,"NULL","6.14",0,7,21.045543,0.177079,1733,102,27,18,467,63,11,7
"boyfriend","girlfriend","boyfriend.girlfriend",9,72.24,3.57,8.45,0,NA,10999,1374.88,"NN",588.17,-0.54,1,"antonym","category",0.458,0.487,12,0.28,532.761904761905,0.0536119114826734,1,489.615384615385,-0.23932315374984,1,5.89115646258495,-0.0219848210240515,0,81.0096153846154,0.629388594488426,0,10,76.1,3.59,8.95,0,NA,11854,1317.11,"NN",690.47,-0.37,1,11,"boyfriend","girlfriend",0.616748388639613,0.548896821104634,0.542589352673304,"0.629363601","3.31185","0.260983","0.458","0.487","boyfriend","girlfriend",0.102877,"boyfriend","girlfriend",0.458,"0.48699999999999999","1E-3","9.5999999999999992E-3",12,0,"5.88","N","13","1","NULL","N","boyfriend","girlfriend",0.458,0.487,0.001,"5.88","NULL",0,1,3.31185,0.260983,1719,53,23,10,469,75,23,10
"brat","spoiled","brat.spoiled",4,6.22,2.5,6.98,8,4,7866,2622,"NN",566.19,-0.71,0.96,"bpa","",0.174,0.151,13,0.37,644.529411764706,0.157696017046403,1,472.939393939394,-0.342965059754815,1,-116.248161764706,-0.119438220549497,0,127.624708624709,0.510227771599518,0,7,8.47,2.64,7.58,1,1,11587,1931.17,"VB|JJ",678.3,-0.54,0.94,6,"brat","spoiled",0.274513748601087,0,0,"NULL","NULL","NULL","0.174","0.151","spoiled","brat",0.471933,"brat","spoiled",0.174,"0.151","0","2.3E-3",13,0,"4.97","N","12","6","NULL","V",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3687,5,10,5,479,14,9,5
"breed","dog","breed.dog",5,6.33,2.51,9.63,5,0,10472,2618,"NN|VB",593.68,-0.59,1,"bpa","",0.461,0,10,0.3,458.740740740741,-0.630576888872009,1,520.615384615385,-0.198034321098741,1,36.021164021164,0.053451557756065,0,-10.8653846153846,0.141703226046135,0,3,192.84,3.99,10.97,13,0,1094,547,"NN|VB",555.56,-0.91,0.97,145,"breed","dog",0.344116130449061,0.238333233403303,0,"NULL","15.220005","0.265322","0.461","0","dog","breed",0.560716,"breed","dog",0.461,"0","2.7E-2","1.4200000000000001E-2",10,17,"NULL","V","5","75","5.75","N","breed","dog",0.461,0,0.027,"NULL","5.75",17,75,15.220005,0.265322,1225,237,43,39,490,34,12,5
"breeze","wind","breeze.wind",6,8.04,2.61,7.66,2,1,6531,1306.2,"NN|VB",564.71,-0.64,1,"synonym","",0.606,0.122,10,0.59,586.321428571429,-0.181086626061651,1,523.384615384615,-0.115146812097531,1,-34.8769841269841,0.0199677994192611,0.0555555555555556,-48.7046153846154,-0.452215661114729,0.12,4,59.37,3.48,10.07,12,4,9125,3041.67,"NN|VB",559.16,-0.72,1,36,NA,NA,0,0,0,NA,NA,NA,NA,NA,"wind","breeze",0.380079,"breeze","wind",0.606,"0.122","6.0000000000000001E-3","1.9199999999999998E-2",10,14,"5.94","N","19","63","5.4","N","breeze","wind",0.606,0.122,0.006,"5.94","5.4",14,63,0.901029,0.523745,4361,39,13,6,491,10,10,6
"breezeway","walkway","breezeway.walkway",9,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"synonym","",0.118,0.06,20,NA,576.36,0.104381511627391,0.96,541.157894736842,0.1154928550691,1,22.2471428571429,0.304952829871163,0.0314285714285714,-11.7219973009446,-0.0658659822090239,0.0256410256410257,7,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,5,NA,NA,0,0,0,NA,NA,NA,NA,NA,"walkway","breezeway",0.868919,"breezeway","walkway",0.118,"0.06","3.0000000000000001E-3","7.1999999999999998E-3",20,0,"NULL","N","17","1","NULL","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4277,5,11,5,492,32,16,9
"bristle","brush","bristle.brush",7,0.22,1.08,5.43,3,1,13609,2268.17,"NN|VB",632.62,-0.4,0.96,"supraordinate","",0.397,0.011,12,0.34,532.884615384615,-0.0713305529169597,1,518.8,-0.0277266558936999,1,56.4116809116809,-0.192296880194715,0.0740740740740741,67.9037037037037,0.0988078451198763,0,5,14.16,2.86,8.65,3,0,4002,1000.5,"NN|VB",639.38,-0.54,1,19,"bristle","brush",0.516135939344269,0.520707530682711,0,"NULL","20.237589","0.304455","0.397","0.011","brush","bristle",0.676343,"bristle","brush",0.397,"1.0999999999999999E-2","6.0000000000000001E-3","1.06E-2",12,3,"4.05","N","6","44","5.66","N","bristle","brush",0.397,0.011,0.006,"4.05","5.66",3,44,20.237589,0.304455,517,400,67,54,500,46,8,5
"brittle","peanut","brittle.peanut",7,1.39,1.86,6.6,1,0,10134,1689,"JJ",633.48,-0.43,1,"bpa","",0.219,0.022,15,0.08,568.894736842105,0.212671450069166,1,539.461538461538,0.144004046669849,1,-23.8947368421053,0.0616275094201664,0,25.8241758241759,0.0541678195185606,0,6,12.35,2.8,7.67,0,NA,8174,1634.8,"NN",756.94,-0.15,0.97,20,NA,NA,0,0,0,NA,NA,NA,NA,NA,"peanut","brittle",0.75106,"brittle","peanut",0.219,"2.1999999999999999E-2","0","0",15,3,"3.7","AJ","15","6","NULL","N","brittle","peanut",0.219,0.022,0,"3.7","NULL",3,6,24.46184,0.069052,2848,86,15,6,503,7,10,5
"broad","wide","broad.wide",5,14.73,2.88,9.44,2,0,4189,1047.25,"JJ|NN",657.04,-0.37,0.96,"synonym","",0.38,0.034,16,0.56,854.571428571429,0.655763505184756,1,480.52380952381,0.248177070519518,0.952380952380952,-297.571428571429,-0.65593799420704,0.0344827586206896,89.3709273182958,-0.218793401176156,-0.0476190476190477,4,23.8,3.08,11.06,13,1,3915,1305,"JJ|RB|NN",561.12,-0.83,0.97,8,"broad","wide",0.38213763212583,0.393902837861669,0,"NULL","NULL","NULL","0.38","0.034","wide","broad",0.491511,"broad","wide",0.38,"3.4000000000000002E-2","4.1000000000000002E-2","2.29E-2",16,84,"3.89","AJ","15","125","3.44","AJ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4351,17,10,5,504,56,7,5
