"Prime","TargetWord","index","PLength","PSubFreq","PLogSubFreq","PLogHAL","POrthoN","PFreqGreater","PBGSum","PBGMean","PPOS","PELP.LDT.RT","PELP.LDT.Z","PELP.LDT.Acc","Relation1","Relation2","FAS","BAS","CueFanOut","LSA","LDT.200ms.RT","LDT.200ms.Z","LDT.200ms.Acc","LDT.1200ms.RT","LDT.1200ms.Z","LDT.1200ms.Acc","LDT.200ms.RT.Priming","LDT.200ms.Z.Priming","LDT.200ms.Acc.Priming","LDT.1200ms.RT.Priming","LDT.1200ms.Z.Priming","LDT.1200ms.Acc.Priming","TLength","TSubFreq","TLogSubFreq","TLogHAL","TOrthoN","TFreqGreater","TBGSum","TBGMean","TPOS","TELP_LDT_RT","TELP_LDT_Z","TELP_LDT_Acc","TargetFanIn","first","second","root","raw","affix","old","jcn.x","lsa.x","fsg.x","bsg.x","word_1","word_2","distance","CUE","TARGET","FSG","BSG","MSG","OSG","QSS","QFR","QCON","QPS","TSS","TFR","TCON","TPS","cue","target","fsg.y","bsg.y","msg","qcon","tcon","qfr","tfr","jcn.y","lsa.y","X.x","TCosine_Set","Traw_feat_set","Troot_feat_set","X.y","PCosine_Set","Praw_feat_set","Proot_feat_set"
"earring","hoop","earring.hoop",7,2.71,2.14,6.03,5,3,19046,3174.33,"NN",667.63,-0.31,0.93,"supraordinate","",0.028,0.039,11,0.05,711.121212121212,0.427406701464454,0.909090909090909,725.258064516129,0.1557466630402,1,-40.9962121212121,-0.225099351592894,-0.0340909090909091,-24.0156402737048,-0.02200900410927,-0.0606060606060606,4,2.69,2.14,7.15,7,3,2871,957,"NN",613.47,-0.61,1,5,NA,NA,0,0,0,NA,NA,NA,NA,NA,"hoop","earring",0.778862,"earring","hoop",0.028,"3.9E-2","1E-3","2.3E-3",11,3,"5.82","N","11","3","6.1","N","earring","hoop",0.028,0.039,0.001,"5.82","6.1",3,3,18.02159,0.072285,1964,63,10,5,1299,25,20,10
"earthquake","hurricane","earthquake.hurricane",10,6.37,2.51,8.63,0,NA,9316,1035.11,"NN",730.44,-0.25,0.97,"category","",0.028,0,18,0.31,724.84375,0.57200025126748,0.96875,705.032258064516,0.267085449836887,1,-23.4889112903226,-0.519978724841737,-0.001008064516129,51.4989919354839,0.306653150377682,0,9,8.76,2.65,8.49,0,NA,14949,1868.63,"NN",674.74,-0.49,1,11,"earthquake","hurricane",0.274208410638305,0.224869165413876,0.242510003493791,"0.610137471","12.958236","0.237295","0.028","0","hurricane","earthquake",0.563319,"earthquake","hurricane",0.028,"0","1.4E-2","1.1900000000000001E-2",18,9,"6.32","N","12","8","6.52","N","earthquake","hurricane",0.028,0,0.014,"6.32","6.52",9,8,12.958236,0.237295,2001,59,29,13,1301,20,23,9
"economy","society","economy.society",7,5.8,2.47,9.99,0,NA,10497,1749.5,"NN",659.15,-0.51,1,"unclassified","",0.02,0,17,0.29,601.75,-0.0982982601027355,1,659.032258064516,-0.0250939476946694,0.935483870967742,-7.28125,-0.107685677220578,0,-25.3447580645161,-0.164305525455608,0.00201612903225812,7,32.92,3.23,11.27,0,NA,5726,954.33,"NN",637,-0.57,1,8,NA,NA,0,0,0,NA,NA,NA,NA,NA,"society","economy",0.708928,"economy","society",0.02,"0","0","4.8999999999999998E-3",17,79,"NULL","N","18","237","3.9","N","economy","society",0.02,0,0,"NULL","3.9",79,237,11.105065,0.234751,3620,23,22,8,1307,12,8,5
"ecstasy","fantasy","ecstasy.fantasy",7,3.18,2.21,7.7,0,NA,8524,1420.67,"NN",716.03,-0.21,0.97,"unclassified","",0.054,0,20,0.19,723.28125,-0.148494176013395,0.9375,689.9,-0.101589140151673,1,-79.96875,0.235232010936422,0.0625,129.333333333333,0.40371926074304,0,7,16.24,2.92,9.96,0,NA,10485,1747.5,"NN",689.58,-0.5,1,18,NA,NA,0,0,0,NA,NA,NA,NA,NA,"fantasy","ecstasy",0.735897,"ecstasy","fantasy",0.054,"0","0","5.4999999999999997E-3",20,6,"NULL","N","8","14","2.0299999999999998","N","ecstasy","fantasy",0.054,0,0,"NULL","2.03",6,14,15.46336,0.151513,1474,29,29,11,1308,60,13,7
"editor","writer","editor.writer",6,12.41,2.8,10.72,0,NA,12659,2531.8,"NN",568.03,-0.69,0.94,"category","",0.066,0.015,11,0.44,591.516129032258,-0.481755586947594,0.935483870967742,658.225806451613,-0.185816088259451,1,105.483870967742,0.767496212331804,0.00201612903225812,162.935483870968,0.282163446236365,-0.0645161290322581,6,23.53,3.08,10.04,2,1,15727,3145.4,"NN",661.59,-0.41,1,14,"editor","writer",0.399795565007477,0.205275871077159,0.109049340069996,"NULL","10.113985","0.414919","0.066","0.015","writer","editor",0.528102,"editor","writer",0.066,"1.4999999999999999E-2","1.4999999999999999E-2","1.8800000000000001E-2",11,77,"NULL","N","19","73","5.63","N","editor","writer",0.066,0.015,0.015,"NULL","5.63",77,73,10.113985,0.414919,4410,29,28,12,1309,18,22,5
"education","higher","education.higher",9,19.53,3,10.98,0,NA,23163,2895.38,"NN",623.82,-0.54,1,"bpa","",0.021,NA,13,0.21,601.290322580645,-0.395040935261943,1,797,0.130555578754632,0.935483870967742,-17.2590725806451,-0.00276016960655279,-0.03125,-123.272727272727,-0.139665790429739,0.00391006842619757,6,27.84,3.15,11.02,1,0,10290,2058,"JJ",598.48,-0.73,0.97,3,NA,NA,0,0,0,NA,NA,NA,NA,NA,"higher","education",0.690744,"education","higher",0.021,"NULL","NULL","NULL",13,214,"2.98","N","NULL","NULL","NULL","NULL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1929,12,8,5,1310,33,14,6
"egg","breakfast","egg.breakfast",3,26.04,3.12,9.61,1,0,673,336.5,"NN|VB",565.31,-0.81,1,"supraordinate","",0.036,0.068,20,0.2,669.78125,-0.0115315103163385,1,863.6875,0.231232333226579,1,-6.53125,-0.0808111327041931,0,-143,-0.106560193136731,-0.0625,9,66.29,3.53,8.94,0,NA,12722,1590.25,"NN|VB",639.35,-0.47,1,22,NA,NA,0,0,0,NA,NA,NA,NA,NA,"breakfast","egg",0.689336,"egg","breakfast",0.036,"6.8000000000000005E-2","5.0000000000000001E-3","0",20,12,"5.79","N","10","53","5.88","N","egg","breakfast",0.036,0.068,0.005,"5.79","5.88",12,53,12.698574,0.161548,486,5,10,6,1314,35,14,6
"eight","octopus","eight.octopus",5,98.24,3.7,9.77,7,6,1939,484.75,"minor|NN",580.09,-0.73,0.94,"perceptual property","",0.021,0.122,8,0.09,835.1875,0.829249463915928,0.90625,663.032258064516,0.262619010625003,1,-66.1875,-0.536775432409775,0.03125,60.6552419354839,-0.0262536812561517,-0.15625,7,1.94,2,6.8,0,NA,5769,961.5,"NN",759.88,-0.14,0.97,2,NA,NA,0,0,0,NA,NA,NA,NA,NA,"octopus","eight",0.812952,"eight","octopus",0.021,"0.122","0","0",8,104,"3.74","N","11","1","6.69","N","eight","octopus",0.021,0.122,0,"3.74","6.69",104,1,23.150828,0.071581,2700,148,24,16,1319,27,14,8
"einstein","brain","einstein.brain",8,5.27,2.43,8.57,0,NA,24226,3460.86,"NN",739.09,-0.25,0.97,"unclassified","",0.032,0,14,0.02,728.612903225806,-0.0416295796914257,1,593.545454545455,-0.546119150488815,1,-118.831653225806,-0.10141951408908,-0.03125,82.8787878787879,0.258632006741284,-0.0303030303030303,5,77.02,3.59,10.9,6,0,11499,2874.75,"NN",583.88,-0.74,1,39,NA,NA,0,0,0,NA,NA,NA,NA,NA,"brain","einstein",0.802714,"einstein","brain",0.032,"0","8.9999999999999993E-3","3.0499999999999999E-2",14,3,"NULL","N","17","45","5.32","N","einstein","brain",0.032,0,0.009,"NULL","5.32",3,45,11.735023,0.010319,474,57,13,6,1320,8,15,8
"elephant","peanut","elephant.peanut",8,11.37,2.76,8.86,0,NA,14022,2003.14,"NN",668.52,-0.41,0.94,"script","",0.034,0.036,19,0.12,671.15625,-0.20415355337024,1,673.969696969697,-0.264985751537401,0.96969696969697,-19.4465725806451,0.00276329895062918,-0.032258064516129,-28.0664711632454,0.238024442045913,0.0303030303030303,6,12.35,2.8,7.67,0,NA,8174,1634.8,"NN",756.94,-0.15,0.97,20,NA,NA,0,0,0,NA,NA,NA,NA,NA,"peanut","elephant",0.830627,"elephant","peanut",0.034,"3.5999999999999997E-2","0","0",19,7,"7","N","15","6","NULL","N","elephant","peanut",0.034,0.036,0,"7","NULL",7,6,19.385104,0.131395,2848,86,15,6,1330,277,57,41
"elevator","stair","elevator.stair",8,24.41,3.1,8.08,0,NA,14398,2056.86,"NN",642.63,-0.4,0.94,"category","",0.216,0.082,14,0.3,639.258064516129,-0.0909734056845489,1,810.15625,-0.106008032713702,0.9375,58.6510263929619,-0.0745173056174921,-0.0303030303030303,-175.543346774194,-0.0499636903065191,-0.00201612903225812,5,1.35,1.85,6.83,2,1,7170,1792.5,"NN",704.03,-0.24,1,11,NA,NA,0,0,0,NA,NA,NA,NA,NA,"stair","elevator",0.582026,"elevator","stair",0.216,"8.2000000000000003E-2","4.0000000000000001E-3","3.2800000000000003E-2",14,12,"6.23","N","12","2","5.54","N","elevator","stair",0.216,0.082,0.004,"6.23","5.54",12,2,11.804842,0.20682,3721,7,8,5,1331,107,17,17
"empathy","sorry","empathy.sorry",7,1.14,1.77,7.68,0,NA,8740,1456.67,"NN",744.03,-0.1,1,"unclassified","",0.045,0,10,0.11,643.53125,-0.193199824872836,1,673.71875,-0.0556806438632965,1,74.96875,0.17752159215198,-0.03125,-13.9375,-0.00926840344378988,0,5,1167.96,4.78,11.44,1,0,4748,1187,"JJ|NN",560.47,-0.76,1,19,NA,NA,0,0,0,NA,NA,NA,NA,NA,"sorry","empathy",0.840084,"empathy","sorry",0.045,"0","5.0000000000000001E-3","5.4000000000000003E-3",10,1,"1.9","N","17","48","2.68","AJ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3647,1,14,5,1343,37,15,7
"emperor","ruler","emperor.ruler",7,13.53,2.84,8.54,0,NA,14611,2435.17,"NN",781.93,-0.18,0.91,"synonym","",0.079,0,15,0.63,619.5,-0.111656865865349,1,724.71875,0.0833444062096224,1,-7.04838709677415,-0.0713743448265284,-0.0645161290322581,-3.97681451612902,-0.183806926994417,-0.032258064516129,5,3.18,2.21,7.9,2,2,11277,2819.25,"NN",630.88,-0.57,0.97,25,NA,NA,0,0,0,NA,NA,NA,NA,NA,"ruler","emperor",0.481482,"emperor","ruler",0.079,"0","1.6E-2","2.1100000000000001E-2",15,19,"NULL","N","16","3","6.37","N","emperor","ruler",0.079,0,0.016,"NULL","6.37",19,3,2.467911,0.585527,3318,70,18,18,1344,17,11,7
"empire","china","empire.china",6,12.67,2.81,9.69,2,0,8061,1612.2,"NN",659.64,-0.54,0.97,"unclassified","",0.039,0,25,0.13,614.838709677419,0.0214521272257012,0.967741935483871,664.15625,-0.289830771835622,0.96875,92.3431085043987,-0.0160468880568718,-0.0283479960899315,60.28125,0.359925611019681,0.03125,5,24.86,3.1,10.42,1,0,10925,2731.25,"NN",617.73,-0.65,1,27,NA,NA,0,0,0,NA,NA,NA,NA,NA,"china","empire",0.733639,"empire","china",0.039,"0","5.0000000000000001E-3","1.1000000000000001E-3",25,22,"NULL","N","18","69","5.74","N","empire","china",0.039,0,0.005,"NULL","5.74",22,69,13.347393,0.112137,733,67,22,7,1345,22,10,5
"employment","unemployment","employment.unemployment",10,5.33,2.44,10.04,0,NA,12991,1443.44,"NN",731.56,-0.16,1,"antonym","",0.048,0.02,6,0.58,796.483870967742,0.338458793561802,0.967741935483871,816.909090909091,1.06123754987246,0.939393939393939,68.5786290322581,0.996462163717351,-0.030241935483871,74.939393939394,-0.0890754598939525,0.0303030303030303,12,3.14,2.21,8.53,0,NA,17120,1556.36,"NN",903.9,0.34,0.97,3,"employment","unemployment",0.763180065349762,0.811401855471376,0.235763601276194,"NULL","15.355794","0.561378","0.048","0.02","unemployment","employment",0.51564,"employment","unemployment",0.048,"0.02","0","0.1331",6,47,"3.75","N","16","16","NULL","N","employment","unemployment",0.048,0.02,0,"3.75","NULL",47,16,15.355794,0.561378,4170,14,9,5,1348,28,13,5
"empty","can","empty.can",5,47.24,3.38,9.87,0,NA,2954,738.5,"JJ|VB|NN",553.06,-0.81,0.97,"bpa","",0.013,0,11,0.32,618.5625,-0.231721406130814,0.96875,712.15625,-0.206670878128543,1,12,0.030086717589275,-0.03125,-156.833669354839,-0.158135718712786,-0.032258064516129,3,5247.45,5.43,14.3,15,0,5286,2643,"VB|NN",596.41,-0.69,1,38,NA,NA,0,0,0,NA,NA,NA,NA,NA,"can","empty",0.681167,"empty","can",0.013,"0","2E-3","1.2999999999999999E-3",11,64,"3.65","AJ","20","1772","3.61","V","empty","can",0.013,0,0.002,"3.65","3.61",64,1772,6.609167,0.282416,588,8,11,5,1349,214,33,29
"end","start","end.start",3,265.86,4.13,12.33,1,1,5578,2789,"NN|VB",570.54,-0.72,0.97,"antonym","",0.101,0.06,8,0.32,770.59375,0.0164657119793,0.96875,638.3125,-0.154593455426216,1,-123.4375,-0.317018437485236,0,-46.40625,-0.326167471818875,-0.03125,5,340.1,4.24,12.06,4,0,9410,2352.5,"VB|NN",567.7,-0.82,0.97,25,"end","start",0.464076815890318,0.399892307811115,0.747329777880597,"0.380262246","2.840602","0.254353","0.101","0.06","start","end",0.527099,"end","start",0.101,"0.06","0.216","9.1999999999999998E-2",8,410,"3.16","N","10","154","2.4","V","end","start",0.101,0.06,0.216,"3.16","2.4",410,154,2.840602,0.254353,3736,6,10,5,1352,6,13,5
"endless","class","endless.class",7,6.63,2.53,8.73,0,NA,15366,2561,"JJ",607.24,-0.66,1,"unclassified","",0.02,0,20,0.07,636.818181818182,-0.12411883740996,1,671.806451612903,-0.00887704287311575,0.967741935483871,-16.1306818181819,-0.318968509768899,0,33.3810483870968,-0.10347054903026,0.032258064516129,5,117.35,3.78,11.45,8,0,5621,1405.25,"NN|VB",570.55,-0.79,1,95,NA,NA,0,0,0,NA,NA,NA,NA,NA,"class","endless",1.02009,"endless","class",0.02,"0","1E-3","5.0000000000000001E-3",20,20,"NULL","AJ","23","207","5.03","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,768,110,17,9,1354,4,9,5
"enemy","russia","enemy.russia",5,48.51,3.39,9.73,1,0,7202,1800.5,"NN",598.97,-0.63,0.91,"unclassified ","",0.025,0,17,0.19,816.064516129032,0.439654182648913,0.967741935483871,805.151515151515,0.762862485575815,0.878787878787879,-48.8770161290323,0.198063925315127,-0.092741935483871,-56.2424242424242,-0.462309552616121,0.0909090909090909,6,12.35,2.8,9.86,0,NA,6521,1304.2,"NN",684.61,-0.42,1,10,NA,NA,0,0,0,NA,NA,NA,NA,NA,"russia","enemy",0.720331,"enemy","russia",0.025,"0","0","0",17,88,"4.88","N","17","72","NULL","N","enemy","russia",0.025,0,0,"4.88","NULL",88,72,17.95848,0.116763,3328,33,13,8,1355,42,20,5
"energetic","energy","energetic.energy",9,1.29,1.83,7.6,0,NA,22193,2774.13,"JJ",778.37,-0.19,0.94,"unclassified","",0.066,0,23,0.2,657.645161290323,-0.306061009976583,1,606.125,-0.398424365712228,0.96875,51.4798387096774,0.37560650714997,0,65.5846774193549,0.492871341263184,0.03125,6,32.9,3.23,10.98,0,NA,12694,2538.8,"NN",644.61,-0.46,1,29,NA,NA,0,0,0,NA,NA,NA,NA,NA,"energy","energetic",0.65684,"energetic","energy",0.066,"0","2E-3","4.4000000000000003E-3",23,11,"NULL","AJ","22","100","3.44","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1357,18,13,5,1356,26,10,5
"engage","together","engage.together",6,6.16,2.5,8.9,1,0,10344,2068.8,"VB",761.91,-0.2,0.97,"unclassified","",0.021,0,18,0.13,639.151515151515,-0.139178191926991,0.96969696969697,588.78125,-0.275287217276646,0.96875,7.84848484848487,-0.0435903603101789,0.0303030303030303,167.885416666667,0.167772090252451,0.000946969696969724,8,383.39,4.29,11.41,0,NA,13671,1953,"RB|NN",592.85,-0.68,1,80,NA,NA,0,0,0,NA,NA,NA,NA,NA,"together","engage",0.899496,"engage","together",0.021,"0","0","0",18,66,"NULL","V","19","267","2.88","AD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4025,40,14,7,1358,6,9,5
"engine","fire","engine.fire",6,31.88,3.21,10.59,0,NA,17483,3496.6,"NN",602.72,-0.56,0.94,"bpa","",0.043,0.024,16,0.08,589.09375,-0.339876651571687,0.96875,692.5,-0.490957116332387,0.96875,74.46875,0.274940179870112,0.03125,-33.5625,0.0878026730961516,0.03125,4,215.49,4.04,11.05,13,2,6151,2050.33,"NN|VB",545.19,-0.78,1,94,NA,NA,0,0,0,NA,NA,NA,NA,NA,"fire","engine",0.679382,"engine","fire",0.043,"2.4E-2","0","5.4999999999999997E-3",16,50,"5.88","N","18","187","6.13","N","engine","fire",0.043,0.024,0,"5.88","6.13",50,187,13.783218,0.053528,1530,107,33,15,1359,47,17,9
"english","writing","english.writing",7,74.06,3.58,11.25,0,NA,14973,2495.5,"JJ|NN",571.09,-0.75,0.97,"fpa","",0.072,0.039,16,0.12,614.193548387097,-0.192534840718749,1,704.515151515152,-0.00827995151180776,0.96969696969697,71.6189516129032,0.515802387611196,-0.0625,117.359848484848,0.440387763372424,-0.0321969696969697,7,55.92,3.46,11.2,2,0,20761,3460.17,"VB|NN",695.12,-0.34,0.97,14,NA,NA,0,0,0,NA,NA,NA,NA,NA,"writing","english",0.769444,"english","writing",0.072,"3.9E-2","0","2.7000000000000001E-3",16,195,"NULL","AJ","21","117","NULL","N","english","writing",0.072,0.039,0,"NULL","NULL",195,117,7.309407,0.116534,4411,12,14,7,1361,20,11,5
"enjoy","life","enjoy.life",5,82.78,3.63,10.75,1,0,4151,1037.75,"VB|NN",582.29,-0.71,1,"fpa","",0.028,0,14,0.35,555.96875,-0.666617563737008,1,698.096774193548,-0.285690581042535,0.967741935483871,63.9375,0.549526635896982,-0.0625,-15.7301075268817,0.00460147661662724,-0.00107526881720432,4,796.65,4.61,12.3,9,2,3822,1274,"NN",519.56,-0.87,0.97,107,NA,NA,0,0,0,NA,NA,NA,NA,NA,"life","enjoy",0.65011,"enjoy","life",0.028,"0","0","3.0000000000000001E-3",14,44,"2.66","V","11","715","3.88","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2293,4,12,5,1362,17,7,5
"enough","done","enough.done",6,501.33,4.41,12.16,0,NA,7082,1416.4,"RB|JJ|NN",688.97,-0.39,1,"synonym","bpa",0.041,0,19,0.41,589.451612903226,-0.391603845708997,0.967741935483871,609.030303030303,-0.338605867256487,0.96969696969697,42.1290322580645,0.286497555386935,-0.129032258064516,116.582600195503,0.285313994712926,-0.0664711632453568,4,485.04,4.39,12.07,17,0,7469,2489.67,"VB|NN",624.96,-0.59,0.9,23,NA,NA,0,0,0,NA,NA,NA,NA,NA,"done","enough",0.456884,"enough","done",0.041,"0","2E-3","1.83E-2",19,430,"NULL","AJ","9","320","2.65","AJ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1236,16,9,5,1364,3,16,5
"enrage","calm","enrage.calm",6,0.27,1.18,4.32,1,1,9008,1801.6,"VB",726.08,0.02,0.79,"antonym","",0.014,0,10,0.25,664.3125,0.223969874264481,0.9375,800.21875,-0.145807670077818,1,33.71875,0.0979322749558915,-0.0625,-77.8520833333333,0.21074133427728,-0.1,4,89.04,3.66,8.75,4,1,4972,1657.33,"JJ|NN|VB",587.24,-0.68,1,43,NA,NA,0,0,0,NA,NA,NA,NA,NA,"calm","enrage",0.667528,"enrage","calm",0.014,"0","0","0",10,1,"NULL","V","14","35","3.56","AJ","enrage","calm",0.014,0,0,"NULL","3.56",1,35,21.065049,0.192861,581,11,11,5,1365,3,7,5
"enter","computer","enter.computer",5,29.73,3.18,10.5,1,0,17391,4347.75,"VB",576.53,-0.75,0.94,"unclassified","",0.021,0,8,0.43,609.0625,-0.233590359701431,0.96875,684.41935483871,0.0505379663584841,1,102.5625,0.341544934043315,0,-13.0131048387096,-0.0849739074420181,0,8,59.04,3.48,12.44,3,0,16463,2351.86,"NN",592.41,-0.61,1,39,NA,NA,0,0,0,NA,NA,NA,NA,NA,"computer","enter",0.827936,"enter","computer",0.021,"0","0","0",8,78,"3.15","V","33","13","6.15","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,874,3,10,5,1366,180,18,18
"entry","enter","entry.enter",5,12.16,2.79,10.45,0,NA,9156,2289,"NN",697.49,-0.36,1,"unclassified","",0.033,0,13,0.24,594.41935483871,-0.285592713867687,0.967741935483871,643.41935483871,-0.573482534533111,0.967741935483871,43.9032258064517,0.323710131403069,0.032258064516129,97.5200391006844,0.679801229156453,0.00195503421309873,5,29.73,3.18,10.5,1,0,17391,4347.75,"VB",576.53,-0.75,0.94,11,"enter","entry",0.164787073029253,0.164787073029253,0.89879179714723,"0.164787073","NULL","NULL","NULL","NULL","enter","entry",0.537158,"entry","enter",0.033,"0","0.15","0.22459999999999999",13,26,"NULL","N","8","78","3.15","V",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1366,180,18,18,1370,153,19,19
"environment","nature","environment.nature",11,12.78,2.81,11.17,0,NA,21034,2103.4,"NN",816.82,0.03,0.97,"synonym","",0.047,0.031,21,0.24,650.46875,-0.192498343773034,1,670.625,-0.225804281640338,1,113.625,0.533610353627378,-0.03125,54.28125,0.306777475989913,-0.0625,6,45.16,3.36,10.85,1,0,12243,2448.6,"NN",568.91,-0.73,0.97,23,"environment","nature",0.391205891964434,0.381900453019373,0.560326135870207,"0.39216714","14.10119","0.205302","0.047","0.031","nature","environment",0.638396,"environment","nature",0.047,"3.1E-2","5.0000000000000001E-3","3.5200000000000002E-2",21,42,"NULL","N","19","191","NULL","N","environment","nature",0.047,0.031,0.005,"NULL","NULL",42,191,14.10119,0.205302,2604,97,13,8,1372,185,26,14
"envy","greed","envy.greed",4,9.55,2.69,7.85,0,NA,4056,1352,"NN|VB",622.91,-0.44,0.97,"category","",0.027,0,10,0.29,583.28125,-0.337949335980615,0.96875,623.28125,-0.454252948509822,0.96875,71.28125,0.153972720279683,-0.09375,116.785416666667,0.51470363732883,-0.06875,5,4.8,2.39,8.37,6,3,10645,2661.25,"NN",679.94,-0.36,0.97,10,NA,NA,0,0,0,NA,NA,NA,NA,NA,"greed","envy",0.632193,"envy","greed",0.027,"0","0","7.1000000000000004E-3",10,7,"2.34","N","13","3","1.73","N","envy","greed",0.027,0,0,"2.34","1.73",7,3,5.674242,0.236485,1788,9,11,5,1373,12,9,5
"equal","rights","equal.rights",5,13.37,2.83,10.6,0,NA,4158,1039.5,"JJ|VB|NN",611.45,-0.69,0.97,"fpa","",0.066,0.061,15,0.51,625.666666666667,-0.351594928843145,1,698.96875,-0.235419387665018,1,-20.7878787878788,0.0393911211262633,0,-81.59375,0.0509690006907418,-0.03125,6,29.61,3.18,11.44,4,0,5509,1101.8,"NN|VB",538.72,-0.74,1,10,NA,NA,0,0,0,NA,NA,NA,NA,NA,"rights","equal",0.732771,"equal","rights",0.066,"6.0999999999999999E-2","3.0000000000000001E-3","0",15,90,"2.68","AJ","15","77","NULL","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3267,8,13,5,1374,5,7,5
"eraser","pen","eraser.pen",6,1,1.72,6.39,1,1,18917,3783.4,"NN",659.06,-0.5,0.94,"unclassified","",0.013,0,10,0.12,602.09375,-0.373105544103459,0.96875,700.866666666667,-0.155335413211879,1,7.8125,0.316257986570059,-0.1875,60.2301075268817,-0.00928252495936757,-0.129032258064516,3,24.73,3.1,8.97,19,10,5479,2739.5,"NN",610.88,-0.71,1,43,"eraser","pen",0.134010166546783,0.0575951480909292,0,"NULL","10.732147","0.150721","0.013","0","pen","eraser",0.570342,"eraser","pen",0.013,"0","0.24099999999999999","0.30120000000000002",10,2,"NULL","N","4","18","5.59","N","eraser","pen",0.013,0,0.241,"NULL","5.59",2,18,10.732147,0.150721,2858,187,35,28,1375,49,16,8
"erode","rot","erode.rot",5,0.12,0.85,5.91,0,NA,11441,2860.25,"VB",683.21,-0.19,0.83,"synonym","",0.026,0.013,24,0.14,741.258064516129,0.292507720582102,0.838709677419355,826.75,0.746463166534347,0.875,-41.945564516129,0.54598265914745,-0.213709677419355,68.8306451612904,0.149527751596003,-0.133064516129032,3,7.73,2.6,7.77,17,12,3048,1524,"NN|VB",683.11,-0.4,0.79,5,NA,NA,0,0,0,NA,NA,NA,NA,NA,"rot","erode",0.862445,"erode","rot",0.026,"1.2999999999999999E-2","4.3999999999999997E-2","3.0300000000000001E-2",24,4,"NULL","V","23","8","3.54","N","erode","rot",0.026,0.013,0.044,"NULL","3.54",4,8,19.913972,0.104533,3305,40,15,6,1377,21,11,7
"erupt","orgasm","erupt.orgasm",5,0.39,1.32,5.98,0,NA,7594,1898.5,"VB",814.09,-0.07,0.94,"unclassified","",0.013,NA,6,0,847.967741935484,0.76626139990917,0.838709677419355,760.53125,0.752395503896411,0.96875,-19.8064516129033,0.269104440946058,0.096774193548387,196.242943548387,0.68954217600268,-0.0655241935483871,6,4.18,2.33,8.74,0,NA,5652,1130.4,"NN",716.94,-0.3,1,4,NA,NA,0,0,0,NA,NA,NA,NA,NA,"orgasm","erupt",0.812991,"erupt","orgasm",0.013,"NULL","NULL","NULL",6,2,"NULL","V","NULL","NULL","NULL","NULL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2745,28,17,7,1378,30,16,8
"escape","exit","escape.exit",6,44.27,3.35,9.67,0,NA,9705,1941,"VB|NN",546.38,-0.73,1,"unclassified","",0.047,0,19,0.36,717.741935483871,0.00277582183853828,0.967741935483871,611.5625,-0.33815356716253,1,-19.335685483871,-0.180412826110416,-0.030241935483871,6.3125,0.0834712831637454,-0.03125,4,15.57,2.9,10.15,2,0,2926,975.33,"NN|VB",543.56,-0.86,1,12,"exit","escape",0.16457036040923,0.174990513702294,0,"0.317494935","NULL","NULL","NULL","NULL","exit","escape",0.59099,"escape","exit",0.047,"0","1.2E-2","6.6100000000000006E-2",19,65,"NULL","V","8","7","4.25","N","escape","exit",0.047,0,0.012,"NULL","4.25",65,7,9.978447,0.295543,1417,55,20,10,1380,219,42,41
"essence","meaning","essence.meaning",7,5.63,2.46,8.9,0,NA,14937,2489.5,"NN",737.29,-0.31,0.91,"synonym","",0.041,0,20,0.2,665.34375,-0.098297408806042,1,687.65625,0.00206107706622606,0.96875,-14.46875,0.105954212717059,-0.0625,157.6875,0.249915616436951,0,7,37.33,3.28,10.37,2,0,19371,3228.5,"NN|VB",622.79,-0.64,0.97,13,NA,NA,0,0,0,NA,NA,NA,NA,NA,"meaning","essence",0.662112,"essence","meaning",0.041,"0","0","6.9999999999999999E-4",20,15,"1.66","N","19","127","2.0499999999999998","N","essence","meaning",0.041,0,0,"1.66","2.05",15,127,1.568556,0.166508,2438,5,13,5,1383,2,6,5
"estimate","average","estimate.average",8,4.76,2.39,9.08,0,NA,23973,3424.71,"NN",708.61,-0.31,0.97,"synonym","",0.028,0,13,0.45,694.875,-0.0188152202989821,0.9375,650.96875,-0.166711618996878,0.96875,60.6733870967742,0.0746391330418358,0.030241935483871,-10.908143939394,-0.0904577370950925,0.03125,7,16.65,2.93,11.03,1,0,13551,2258.5,"JJ|NN|VB",634.56,-0.56,1,20,NA,NA,0,0,0,NA,NA,NA,NA,NA,"average","estimate",0.633597,"estimate","average",0.028,"0","0","0",13,39,"2.75","N","19","130","2.35","N","estimate","average",0.028,0,0,"2.75","2.35",39,130,4.070435,0.363693,233,3,10,5,1385,2,7,5
